Days                ,Latitudes           ,Payloads            
327.8813559322034   ,-80.0               ,nan                 
272.2033898305085   ,-80.0               ,nan                 
259.8305084745763   ,-80.0               ,nan                 
80.42372881355932   ,-75.8974358974359   ,nan                 
266.0169491525424   ,-80.0               ,nan                 
92.79661016949153   ,-75.8974358974359   ,nan                 
86.61016949152543   ,-75.8974358974359   ,nan                 
290.7627118644068   ,-80.0               ,118.25950831424085  
49.49152542372882   ,-75.8974358974359   ,157.27862903994207  
61.864406779661024  ,-75.8974358974359   ,80.01068823932253   
74.23728813559322   ,-80.0               ,nan                 
61.864406779661024  ,-80.0               ,70.68115353043038   
68.05084745762713   ,-80.0               ,29.201826652056617  
253.6440677966102   ,-75.8974358974359   ,nan                 
247.4576271186441   ,-75.8974358974359   ,nan                 
284.5762711864407   ,-80.0               ,67.62872639910088   
55.67796610169492   ,-75.8974358974359   ,116.52099294908392  
49.49152542372882   ,-80.0               ,180.9457852377645   
278.3898305084746   ,-80.0               ,27.47473503818692   
43.30508474576271   ,-75.8974358974359   ,206.54881645375875  
266.0169491525424   ,-75.8974358974359   ,nan                 
296.9491525423729   ,-80.0               ,173.69296041991385  
43.30508474576271   ,-80.0               ,237.86525852700348  
55.67796610169492   ,-80.0               ,122.33225210804993  
30.932203389830512  ,-80.0               ,330.6374353362804   
303.135593220339    ,-80.0               ,225.8634492539165   
74.23728813559322   ,-75.8974358974359   ,13.476955078153253  
315.5084745762712   ,-80.0               ,310.04518795455016  
68.05084745762713   ,-75.8974358974359   ,45.66470513168788   
296.9491525423729   ,-75.8974358974359   ,135.17683288449922  
309.3220338983051   ,-80.0               ,272.00342670149666  
259.8305084745763   ,-75.8974358974359   ,nan                 
290.7627118644068   ,-75.8974358974359   ,96.64520847776731   
284.5762711864407   ,-75.8974358974359   ,62.882627212316926  
80.42372881355932   ,-80.0               ,nan                 
24.74576271186441   ,-80.0               ,363.188147649478    
24.74576271186441   ,-75.8974358974359   ,nan                 
37.11864406779661   ,-75.8974358974359   ,258.71033500503887  
321.6949152542373   ,-80.0               ,340.0447051481406   
12.372881355932204  ,-75.8974358974359   ,nan                 
303.135593220339    ,-75.8974358974359   ,182.00206388160706  
18.559322033898304  ,-75.8974358974359   ,nan                 
272.2033898305085   ,-75.8974358974359   ,2.7808264323839937  
6.186440677966102   ,-75.8974358974359   ,397.9689865007356   
278.3898305084746   ,-75.8974358974359   ,31.696057202860743  
358.81355932203394  ,-80.0               ,nan                 
346.4406779661017   ,-80.0               ,400.37873350900026  
86.61016949152543   ,-71.7948717948718   ,nan                 
30.932203389830512  ,-75.8974358974359   ,nan                 
18.559322033898304  ,-80.0               ,386.31219921054435  
12.372881355932204  ,-80.0               ,nan                 
92.79661016949153   ,-71.7948717948718   ,nan                 
55.67796610169492   ,-71.7948717948718   ,141.68574957039567  
340.25423728813564  ,-80.0               ,391.26021772630867  
61.864406779661024  ,-71.7948717948718   ,110.81652135337013  
98.98305084745763   ,-75.8974358974359   ,nan                 
0.0                 ,-75.8974358974359   ,nan                 
0.0                 ,-80.0               ,nan                 
352.6271186440678   ,-80.0               ,407.25199263969245  
98.98305084745763   ,-71.7948717948718   ,nan                 
68.05084745762713   ,-71.7948717948718   ,80.02068247880197   
86.61016949152543   ,-80.0               ,nan                 
309.3220338983051   ,-75.8974358974359   ,230.21589563041607  
365.0               ,-80.0               ,412.4813276841414   
6.186440677966102   ,-80.0               ,nan                 
37.11864406779661   ,-80.0               ,nan                 
334.0677966101695   ,-80.0               ,nan                 
123.72881355932205  ,-80.0               ,nan                 
191.77966101694918  ,-75.8974358974359   ,nan                 
179.40677966101697  ,-80.0               ,nan                 
148.47457627118644  ,-75.8974358974359   ,nan                 
142.28813559322035  ,-80.0               ,nan                 
247.4576271186441   ,-80.0               ,nan                 
167.03389830508476  ,-75.8974358974359   ,nan                 
173.22033898305085  ,-80.0               ,nan                 
216.52542372881356  ,-75.8974358974359   ,nan                 
222.71186440677968  ,-80.0               ,nan                 
315.5084745762712   ,-75.8974358974359   ,273.3077328090023   
154.66101694915255  ,-75.8974358974359   ,nan                 
191.77966101694918  ,-80.0               ,nan                 
111.35593220338984  ,-75.8974358974359   ,nan                 
197.96610169491527  ,-80.0               ,nan                 
111.35593220338984  ,-80.0               ,nan                 
129.91525423728814  ,-75.8974358974359   ,nan                 
154.66101694915255  ,-80.0               ,nan                 
173.22033898305085  ,-75.8974358974359   ,nan                 
