Days                ,Latitudes           ,Payloads            
86.61016949152543   ,-80.0               ,nan                 
92.79661016949153   ,-75.8974358974359   ,nan                 
80.42372881355932   ,-80.0               ,nan                 
266.0169491525424   ,-80.0               ,nan                 
61.864406779661024  ,-80.0               ,104.8500015946099   
86.61016949152543   ,-75.8974358974359   ,nan                 
80.42372881355932   ,-75.8974358974359   ,8.393465758340211   
68.05084745762713   ,-75.8974358974359   ,79.59501049694408   
278.3898305084746   ,-80.0               ,55.64441211075416   
272.2033898305085   ,-80.0               ,15.023902980460871  
290.7627118644068   ,-80.0               ,157.26027054446303  
284.5762711864407   ,-80.0               ,101.37783015427918  
55.67796610169492   ,-80.0               ,162.03280802898206  
296.9491525423729   ,-80.0               ,217.67476689439113  
49.49152542372882   ,-80.0               ,225.92733992391658  
74.23728813559322   ,-80.0               ,15.103007023232559  
55.67796610169492   ,-75.8974358974359   ,161.1631250098405   
68.05084745762713   ,-80.0               ,57.575581083615624  
61.864406779661024  ,-75.8974358974359   ,119.41369068856433  
74.23728813559322   ,-75.8974358974359   ,41.84419271321272   
303.135593220339    ,-80.0               ,274.17972381357293  
253.6440677966102   ,-75.8974358974359   ,nan                 
37.11864406779661   ,-75.8974358974359   ,nan                 
43.30508474576271   ,-80.0               ,nan                 
309.3220338983051   ,-80.0               ,322.0263736352997   
259.8305084745763   ,-75.8974358974359   ,nan                 
49.49152542372882   ,-75.8974358974359   ,207.27188311273366  
284.5762711864407   ,-75.8974358974359   ,100.20614944574594  
290.7627118644068   ,-75.8974358974359   ,139.00252872969753  
358.81355932203394  ,-80.0               ,444.0635524778744   
43.30508474576271   ,-75.8974358974359   ,261.8516150190602   
24.74576271186441   ,-75.8974358974359   ,nan                 
24.74576271186441   ,-80.0               ,405.0044597860166   
37.11864406779661   ,-80.0               ,nan                 
30.932203389830512  ,-75.8974358974359   ,nan                 
315.5084745762712   ,-80.0               ,nan                 
30.932203389830512  ,-80.0               ,nan                 
365.0               ,-80.0               ,445.85676498158506  
278.3898305084746   ,-75.8974358974359   ,63.80337737291281   
334.0677966101695   ,-80.0               ,415.1039679831798   
18.559322033898304  ,-75.8974358974359   ,420.02059937523893  
272.2033898305085   ,-75.8974358974359   ,29.471857941313512  
0.0                 ,-80.0               ,445.94396128025454  
303.135593220339    ,-75.8974358974359   ,234.4248891710461   
12.372881355932204  ,-75.8974358974359   ,433.6782516402045   
346.4406779661017   ,-80.0               ,433.4453455134107   
12.372881355932204  ,-80.0               ,437.54094962704     
92.79661016949153   ,-71.7948717948718   ,nan                 
98.98305084745763   ,-75.8974358974359   ,nan                 
321.6949152542373   ,-80.0               ,nan                 
352.6271186440678   ,-80.0               ,439.7320258949473   
6.186440677966102   ,-80.0               ,444.09461200381213  
6.186440677966102   ,-75.8974358974359   ,nan                 
0.0                 ,-75.8974358974359   ,nan                 
18.559322033898304  ,-80.0               ,nan                 
340.25423728813564  ,-80.0               ,nan                 
327.8813559322034   ,-80.0               ,nan                 
154.66101694915255  ,-80.0               ,nan                 
235.0847457627119   ,-80.0               ,nan                 
259.8305084745763   ,-80.0               ,nan                 
241.27118644067798  ,-80.0               ,nan                 
160.84745762711864  ,-75.8974358974359   ,nan                 
111.35593220338984  ,-80.0               ,nan                 
129.91525423728814  ,-80.0               ,nan                 
247.4576271186441   ,-80.0               ,nan                 
117.54237288135594  ,-80.0               ,nan                 
216.52542372881356  ,-75.8974358974359   ,nan                 
222.71186440677968  ,-80.0               ,nan                 
142.28813559322035  ,-80.0               ,nan                 
228.89830508474577  ,-80.0               ,nan                 
148.47457627118644  ,-75.8974358974359   ,nan                 
191.77966101694918  ,-75.8974358974359   ,nan                 
253.6440677966102   ,-80.0               ,nan                 
167.03389830508476  ,-75.8974358974359   ,nan                 
148.47457627118644  ,-80.0               ,nan                 
92.79661016949153   ,-80.0               ,nan                 
216.52542372881356  ,-80.0               ,nan                 
296.9491525423729   ,-75.8974358974359   ,182.59657378080996  
142.28813559322035  ,-75.8974358974359   ,nan                 
123.72881355932205  ,-75.8974358974359   ,nan                 
173.22033898305085  ,-80.0               ,nan                 
129.91525423728814  ,-75.8974358974359   ,nan                 
197.96610169491527  ,-80.0               ,nan                 
185.59322033898306  ,-80.0               ,nan                 
98.98305084745763   ,-80.0               ,nan                 
136.10169491525426  ,-75.8974358974359   ,nan                 
179.40677966101697  ,-80.0               ,nan                 
191.77966101694918  ,-80.0               ,nan                 
204.15254237288136  ,-80.0               ,nan                 
123.72881355932205  ,-80.0               ,nan                 
160.84745762711864  ,-80.0               ,nan                 
167.03389830508476  ,-80.0               ,nan                 
105.16949152542374  ,-80.0               ,nan                 
204.15254237288136  ,-75.8974358974359   ,nan                 
154.66101694915255  ,-75.8974358974359   ,nan                 
179.40677966101697  ,-75.8974358974359   ,nan                 
210.33898305084747  ,-75.8974358974359   ,nan                 
210.33898305084747  ,-80.0               ,nan                 
185.59322033898306  ,-75.8974358974359   ,nan                 
197.96610169491527  ,-75.8974358974359   ,nan                 
105.16949152542374  ,-75.8974358974359   ,nan                 
222.71186440677968  ,-75.8974358974359   ,nan                 
111.35593220338984  ,-75.8974358974359   ,nan                 
136.10169491525426  ,-80.0               ,nan                 
235.0847457627119   ,-75.8974358974359   ,nan                 
61.864406779661024  ,-71.7948717948718   ,157.36587068985608  
253.6440677966102   ,-71.7948717948718   ,nan                 
173.22033898305085  ,-75.8974358974359   ,nan                 
334.0677966101695   ,-75.8974358974359   ,403.48825625875253  
228.89830508474577  ,-75.8974358974359   ,nan                 
241.27118644067798  ,-75.8974358974359   ,nan                 
86.61016949152543   ,-71.7948717948718   ,24.096572608380615  
68.05084745762713   ,-71.7948717948718   ,121.47674939934778  
315.5084745762712   ,-75.8974358974359   ,nan                 
55.67796610169492   ,-71.7948717948718   ,193.16636062527854  
74.23728813559322   ,-71.7948717948718   ,86.66397314602325   
247.4576271186441   ,-75.8974358974359   ,nan                 
117.54237288135594  ,-75.8974358974359   ,nan                 
247.4576271186441   ,-71.7948717948718   ,nan                 
111.35593220338984  ,-67.6923076923077   ,nan                 
327.8813559322034   ,-75.8974358974359   ,385.3233804721097   
259.8305084745763   ,-71.7948717948718   ,nan                 
105.16949152542374  ,-67.6923076923077   ,nan                 
80.42372881355932   ,-71.7948717948718   ,53.821145169239266  
309.3220338983051   ,-75.8974358974359   ,287.1059279394681   
266.0169491525424   ,-75.8974358974359   ,nan                 
346.4406779661017   ,-75.8974358974359   ,nan                 
321.6949152542373   ,-75.8974358974359   ,nan                 
235.0847457627119   ,-67.6923076923077   ,nan                 
284.5762711864407   ,-71.7948717948718   ,100.73647814877381  
98.98305084745763   ,-67.6923076923077   ,0.39106883409406673 
340.25423728813564  ,-75.8974358974359   ,nan                 
92.79661016949153   ,-67.6923076923077   ,25.165150419058133  
266.0169491525424   ,-71.7948717948718   ,13.968585495476184  
74.23728813559322   ,-67.6923076923077   ,107.5900535828412   
278.3898305084746   ,-71.7948717948718   ,69.48666191705365   
352.6271186440678   ,-75.8974358974359   ,nan                 
241.27118644067798  ,-67.6923076923077   ,nan                 
18.559322033898304  ,-71.7948717948718   ,405.876591810266    
272.2033898305085   ,-71.7948717948718   ,40.197634802395946  
358.81355932203394  ,-75.8974358974359   ,nan                 
253.6440677966102   ,-67.6923076923077   ,nan                 
365.0               ,-75.8974358974359   ,nan                 
68.05084745762713   ,-67.6923076923077   ,138.44559481863593  
0.0                 ,-71.7948717948718   ,nan                 
290.7627118644068   ,-71.7948717948718   ,133.12928899498505  
24.74576271186441   ,-71.7948717948718   ,nan                 
6.186440677966102   ,-71.7948717948718   ,nan                 
80.42372881355932   ,-67.6923076923077   ,78.14493071558327   
12.372881355932204  ,-71.7948717948718   ,nan                 
43.30508474576271   ,-71.7948717948718   ,nan                 
86.61016949152543   ,-67.6923076923077   ,50.64122206481371   
117.54237288135594  ,-67.6923076923077   ,nan                 
30.932203389830512  ,-71.7948717948718   ,nan                 
49.49152542372882   ,-71.7948717948718   ,229.37959547401195  
247.4576271186441   ,-67.6923076923077   ,nan                 
37.11864406779661   ,-71.7948717948718   ,nan                 
61.864406779661024  ,-67.6923076923077   ,169.96384902078958  
272.2033898305085   ,-67.6923076923077   ,59.64183827716389   
98.98305084745763   ,-71.7948717948718   ,nan                 
55.67796610169492   ,-67.6923076923077   ,201.3903381223084   
278.3898305084746   ,-67.6923076923077   ,87.45592110227695   
49.49152542372882   ,-67.6923076923077   ,232.19464787834994  
303.135593220339    ,-71.7948717948718   ,203.48531063926643  
