Days                ,Latitudes           ,Spans               
309.3220338983051   ,-80.0               ,nan                 
37.11864406779661   ,-80.0               ,14.075311252196341  
18.559322033898304  ,-80.0               ,11.999999820621383  
61.864406779661024  ,-75.8974358974359   ,23.317784419328067  
303.135593220339    ,-80.0               ,15.92545495363628   
284.5762711864407   ,-80.0               ,25.053445193739567  
290.7627118644068   ,-80.0               ,20.86805527864455   
68.05084745762713   ,-75.8974358974359   ,27.137399013865824  
55.67796610169492   ,-80.0               ,20.475630537791268  
74.23728813559322   ,-80.0               ,39.902279046885226  
334.0677966101695   ,-80.0               ,11.999999820649638  
253.6440677966102   ,-80.0               ,nan                 
55.67796610169492   ,-75.8974358974359   ,20.557353129332732  
24.74576271186441   ,-80.0               ,12.371463249590544  
278.3898305084746   ,-80.0               ,30.617386862514962  
296.9491525423729   ,-80.0               ,17.8999300636398    
68.05084745762713   ,-80.0               ,30.068677021402422  
30.932203389830512  ,-75.8974358974359   ,13.594499897879881  
49.49152542372882   ,-80.0               ,17.481797487504913  
24.74576271186441   ,-75.8974358974359   ,12.772467247336348  
80.42372881355932   ,-80.0               ,69.43276782349002   
272.2033898305085   ,-80.0               ,40.43601849910068   
80.42372881355932   ,-75.8974358974359   ,42.45879617263412   
321.6949152542373   ,-80.0               ,12.894435957577462  
74.23728813559322   ,-75.8974358974359   ,32.97721218586814   
61.864406779661024  ,-80.0               ,24.572039090903917  
43.30508474576271   ,-80.0               ,15.453682532888955  
30.932203389830512  ,-80.0               ,13.092042595018643  
37.11864406779661   ,-75.8974358974359   ,14.750290407671509  
18.559322033898304  ,-75.8974358974359   ,12.200466761721827  
315.5084745762712   ,-80.0               ,nan                 
12.372881355932204  ,-80.0               ,nan                 
0.0                 ,-80.0               ,nan                 
327.8813559322034   ,-80.0               ,nan                 
6.186440677966102   ,-80.0               ,nan                 
346.4406779661017   ,-80.0               ,nan                 
49.49152542372882   ,-75.8974358974359   ,nan                 
12.372881355932204  ,-75.8974358974359   ,nan                 
340.25423728813564  ,-80.0               ,nan                 
98.98305084745763   ,-75.8974358974359   ,nan                 
0.0                 ,-75.8974358974359   ,nan                 
160.84745762711864  ,-75.8974358974359   ,nan                 
352.6271186440678   ,-80.0               ,nan                 
185.59322033898306  ,-80.0               ,nan                 
179.40677966101697  ,-80.0               ,nan                 
358.81355932203394  ,-80.0               ,nan                 
191.77966101694918  ,-75.8974358974359   ,nan                 
365.0               ,-80.0               ,nan                 
98.98305084745763   ,-80.0               ,nan                 
92.79661016949153   ,-80.0               ,nan                 
6.186440677966102   ,-75.8974358974359   ,nan                 
43.30508474576271   ,-75.8974358974359   ,nan                 
216.52542372881356  ,-75.8974358974359   ,nan                 
241.27118644067798  ,-80.0               ,nan                 
179.40677966101697  ,-75.8974358974359   ,nan                 
247.4576271186441   ,-80.0               ,nan                 
123.72881355932205  ,-75.8974358974359   ,nan                 
197.96610169491527  ,-80.0               ,nan                 
210.33898305084747  ,-80.0               ,nan                 
235.0847457627119   ,-80.0               ,nan                 
173.22033898305085  ,-80.0               ,nan                 
204.15254237288136  ,-75.8974358974359   ,nan                 
105.16949152542374  ,-75.8974358974359   ,nan                 
197.96610169491527  ,-75.8974358974359   ,nan                 
191.77966101694918  ,-80.0               ,nan                 
148.47457627118644  ,-80.0               ,nan                 
123.72881355932205  ,-80.0               ,nan                 
154.66101694915255  ,-80.0               ,nan                 
266.0169491525424   ,-80.0               ,nan                 
154.66101694915255  ,-75.8974358974359   ,nan                 
160.84745762711864  ,-80.0               ,nan                 
136.10169491525426  ,-75.8974358974359   ,nan                 
228.89830508474577  ,-80.0               ,nan                 
142.28813559322035  ,-75.8974358974359   ,nan                 
142.28813559322035  ,-80.0               ,nan                 
129.91525423728814  ,-80.0               ,nan                 
167.03389830508476  ,-75.8974358974359   ,nan                 
222.71186440677968  ,-80.0               ,nan                 
216.52542372881356  ,-80.0               ,nan                 
204.15254237288136  ,-80.0               ,nan                 
148.47457627118644  ,-75.8974358974359   ,nan                 
185.59322033898306  ,-75.8974358974359   ,nan                 
111.35593220338984  ,-75.8974358974359   ,nan                 
136.10169491525426  ,-80.0               ,nan                 
173.22033898305085  ,-75.8974358974359   ,nan                 
117.54237288135594  ,-75.8974358974359   ,nan                 
111.35593220338984  ,-80.0               ,nan                 
167.03389830508476  ,-80.0               ,nan                 
129.91525423728814  ,-75.8974358974359   ,nan                 
105.16949152542374  ,-80.0               ,nan                 
86.61016949152543   ,-75.8974358974359   ,nan                 
117.54237288135594  ,-80.0               ,nan                 
210.33898305084747  ,-75.8974358974359   ,nan                 
86.61016949152543   ,-80.0               ,nan                 
92.79661016949153   ,-75.8974358974359   ,nan                 
259.8305084745763   ,-80.0               ,nan                 
247.4576271186441   ,-75.8974358974359   ,nan                 
222.71186440677968  ,-75.8974358974359   ,nan                 
0.0                 ,-71.7948717948718   ,12.099591158583607  
235.0847457627119   ,-71.7948717948718   ,nan                 
12.372881355932204  ,-71.7948717948718   ,12.3334036791796    
321.6949152542373   ,-75.8974358974359   ,13.571246797991149  
321.6949152542373   ,-71.7948717948718   ,14.85013784956907   
296.9491525423729   ,-75.8974358974359   ,19.65099659735199   
346.4406779661017   ,-71.7948717948718   ,12.607145348509626  
290.7627118644068   ,-75.8974358974359   ,22.179049066065115  
327.8813559322034   ,-75.8974358974359   ,12.910827318352236  
315.5084745762712   ,-71.7948717948718   ,15.943211070595526  
266.0169491525424   ,-75.8974358974359   ,48.70880241013696   
365.0               ,-71.7948717948718   ,12.1019826794412    
