Days                ,Latitudes           ,Payload Power       
92.79661016949153   ,-75.8974358974359   ,nan                 
92.79661016949153   ,-80.0               ,nan                 
259.8305084745763   ,-80.0               ,nan                 
86.61016949152543   ,-80.0               ,nan                 
266.0169491525424   ,-80.0               ,nan                 
98.98305084745763   ,-80.0               ,nan                 
303.135593220339    ,-80.0               ,180.2770684053209   
18.559322033898304  ,-75.8974358974359   ,140.35838456863127  
24.74576271186441   ,-75.8974358974359   ,139.7126726356044   
86.61016949152543   ,-75.8974358974359   ,nan                 
55.67796610169492   ,-80.0               ,154.2975645088347   
253.6440677966102   ,-80.0               ,nan                 
290.7627118644068   ,-80.0               ,173.37082509772833  
278.3898305084746   ,-80.0               ,160.23181968222647  
55.67796610169492   ,-75.8974358974359   ,140.29360100862743  
61.864406779661024  ,-75.8974358974359   ,138.42891939806293  
272.2033898305085   ,-80.0               ,153.54633006452434  
30.932203389830512  ,-80.0               ,159.27939524607999  
43.30508474576271   ,-80.0               ,158.7052401460519   
49.49152542372882   ,-80.0               ,157.13515457769608  
327.8813559322034   ,-80.0               ,184.2095111589556   
309.3220338983051   ,-80.0               ,182.31969070351363  
247.4576271186441   ,-80.0               ,nan                 
154.66101694915255  ,-75.8974358974359   ,nan                 
74.23728813559322   ,-75.8974358974359   ,133.12094848597712  
0.0                 ,-75.8974358974359   ,149.39231974867897  
37.11864406779661   ,-75.8974358974359   ,140.64735829148833  
30.932203389830512  ,-75.8974358974359   ,140.06351303970513  
80.42372881355932   ,-75.8974358974359   ,130.78246583397322  
321.6949152542373   ,-80.0               ,184.82556383946866  
334.0677966101695   ,-80.0               ,185.31452044404188  
296.9491525423729   ,-80.0               ,177.36293828450493  
49.49152542372882   ,-75.8974358974359   ,141.037664971303    
12.372881355932204  ,-75.8974358974359   ,141.91553100696885  
284.5762711864407   ,-80.0               ,168.18034537806918  
24.74576271186441   ,-80.0               ,159.50267510925707  
6.186440677966102   ,-75.8974358974359   ,145.48795399192815  
18.559322033898304  ,-80.0               ,160.417463772932    
37.11864406779661   ,-80.0               ,159.18630780159344  
43.30508474576271   ,-75.8974358974359   ,141.15609548882557  
98.98305084745763   ,-75.8974358974359   ,nan                 
346.4406779661017   ,-80.0               ,nan                 
340.25423728813564  ,-80.0               ,nan                 
352.6271186440678   ,-80.0               ,nan                 
6.186440677966102   ,-80.0               ,nan                 
365.0               ,-80.0               ,nan                 
74.23728813559322   ,-80.0               ,nan                 
80.42372881355932   ,-80.0               ,nan                 
68.05084745762713   ,-80.0               ,nan                 
12.372881355932204  ,-80.0               ,nan                 
61.864406779661024  ,-80.0               ,nan                 
315.5084745762712   ,-80.0               ,nan                 
0.0                 ,-80.0               ,nan                 
358.81355932203394  ,-80.0               ,nan                 
228.89830508474577  ,-80.0               ,nan                 
136.10169491525426  ,-75.8974358974359   ,nan                 
148.47457627118644  ,-80.0               ,nan                 
154.66101694915255  ,-80.0               ,nan                 
167.03389830508476  ,-75.8974358974359   ,nan                 
197.96610169491527  ,-80.0               ,nan                 
117.54237288135594  ,-75.8974358974359   ,nan                 
129.91525423728814  ,-75.8974358974359   ,nan                 
117.54237288135594  ,-80.0               ,nan                 
241.27118644067798  ,-80.0               ,nan                 
179.40677966101697  ,-80.0               ,nan                 
191.77966101694918  ,-75.8974358974359   ,nan                 
210.33898305084747  ,-75.8974358974359   ,nan                 
142.28813559322035  ,-75.8974358974359   ,nan                 
136.10169491525426  ,-80.0               ,nan                 
105.16949152542374  ,-75.8974358974359   ,nan                 
105.16949152542374  ,-80.0               ,nan                 
111.35593220338984  ,-75.8974358974359   ,nan                 
185.59322033898306  ,-80.0               ,nan                 
160.84745762711864  ,-75.8974358974359   ,nan                 
173.22033898305085  ,-75.8974358974359   ,nan                 
197.96610169491527  ,-75.8974358974359   ,nan                 
123.72881355932205  ,-80.0               ,nan                 
210.33898305084747  ,-80.0               ,nan                 
179.40677966101697  ,-75.8974358974359   ,nan                 
216.52542372881356  ,-75.8974358974359   ,nan                 
142.28813559322035  ,-80.0               ,nan                 
222.71186440677968  ,-80.0               ,nan                 
123.72881355932205  ,-75.8974358974359   ,nan                 
204.15254237288136  ,-75.8974358974359   ,nan                 
191.77966101694918  ,-80.0               ,nan                 
167.03389830508476  ,-80.0               ,nan                 
129.91525423728814  ,-80.0               ,nan                 
111.35593220338984  ,-80.0               ,nan                 
185.59322033898306  ,-75.8974358974359   ,nan                 
173.22033898305085  ,-80.0               ,nan                 
148.47457627118644  ,-75.8974358974359   ,nan                 
216.52542372881356  ,-80.0               ,nan                 
204.15254237288136  ,-80.0               ,nan                 
235.0847457627119   ,-80.0               ,nan                 
160.84745762711864  ,-80.0               ,nan                 
68.05084745762713   ,-75.8974358974359   ,nan                 
247.4576271186441   ,-75.8974358974359   ,nan                 
259.8305084745763   ,-75.8974358974359   ,nan                 
235.0847457627119   ,-75.8974358974359   ,nan                 
222.71186440677968  ,-75.8974358974359   ,nan                 
98.98305084745763   ,-71.7948717948718   ,nan                 
241.27118644067798  ,-75.8974358974359   ,nan                 
228.89830508474577  ,-75.8974358974359   ,nan                 
290.7627118644068   ,-75.8974358974359   ,175.52989999040122  
12.372881355932204  ,-71.7948717948718   ,128.35728249965925  
6.186440677966102   ,-71.7948717948718   ,134.10947824541168  
321.6949152542373   ,-75.8974358974359   ,172.6967852036524   
346.4406779661017   ,-75.8974358974359   ,163.61768386611644  
0.0                 ,-71.7948717948718   ,141.04767954776457  
315.5084745762712   ,-75.8974358974359   ,174.23971106158987  
309.3220338983051   ,-75.8974358974359   ,175.25096257848062  
352.6271186440678   ,-71.7948717948718   ,155.81586663577596  
303.135593220339    ,-75.8974358974359   ,176.62950630891154  
111.35593220338984  ,-71.7948717948718   ,nan                 
272.2033898305085   ,-75.8974358974359   ,167.3193764000528   
105.16949152542374  ,-71.7948717948718   ,nan                 
284.5762711864407   ,-75.8974358974359   ,173.63007800224057  
241.27118644067798  ,-71.7948717948718   ,nan                 
117.54237288135594  ,-67.6923076923077   ,nan                 
123.72881355932205  ,-67.6923076923077   ,nan                 
327.8813559322034   ,-75.8974358974359   ,171.1085462812617   
334.0677966101695   ,-71.7948717948718   ,170.78220341847725  
365.0               ,-71.7948717948718   ,141.75172718617128  
296.9491525423729   ,-75.8974358974359   ,176.86517857995966  
303.135593220339    ,-71.7948717948718   ,182.94248875878293  
253.6440677966102   ,-75.8974358974359   ,nan                 
334.0677966101695   ,-75.8974358974359   ,168.73454529116054  
18.559322033898304  ,-67.6923076923077   ,125.17610472059441  
327.8813559322034   ,-71.7948717948718   ,171.7328025937028   
284.5762711864407   ,-71.7948717948718   ,188.63483157112753  
352.6271186440678   ,-75.8974358974359   ,159.42250658981143  
309.3220338983051   ,-71.7948717948718   ,180.11823565617885  
340.25423728813564  ,-75.8974358974359   ,166.308053601246    
346.4406779661017   ,-71.7948717948718   ,161.94762029263737  
266.0169491525424   ,-75.8974358974359   ,nan                 
12.372881355932204  ,-67.6923076923077   ,128.02684348551256  
0.0                 ,-67.6923076923077   ,136.4847331940497   
37.11864406779661   ,-67.6923076923077   ,119.98707882428796  
340.25423728813564  ,-71.7948717948718   ,166.55999870406637  
43.30508474576271   ,-67.6923076923077   ,118.76517185197181  
105.16949152542374  ,-67.6923076923077   ,nan                 
55.67796610169492   ,-67.6923076923077   ,114.99723376787094  
30.932203389830512  ,-71.7948717948718   ,118.78251799365754  
61.864406779661024  ,-71.7948717948718   ,110.55490661169208  
290.7627118644068   ,-71.7948717948718   ,188.43120022814486  
18.559322033898304  ,-71.7948717948718   ,124.51954339093834  
296.9491525423729   ,-71.7948717948718   ,186.6170598013795   
49.49152542372882   ,-67.6923076923077   ,117.21814133512963  
365.0               ,-75.8974358974359   ,149.62355408428397  
278.3898305084746   ,-75.8974358974359   ,nan                 
37.11864406779661   ,-71.7948717948718   ,118.61130098010155  
247.4576271186441   ,-67.6923076923077   ,nan                 
358.81355932203394  ,-75.8974358974359   ,nan                 
228.89830508474577  ,-67.6923076923077   ,nan                 
315.5084745762712   ,-71.7948717948718   ,177.20241515846766  
272.2033898305085   ,-71.7948717948718   ,185.17052907125264  
24.74576271186441   ,-71.7948717948718   ,nan                 
266.0169491525424   ,-71.7948717948718   ,183.0098096915158   
30.932203389830512  ,-67.6923076923077   ,121.57044737450524  
222.71186440677968  ,-67.6923076923077   ,nan                 
86.61016949152543   ,-71.7948717948718   ,97.65175048640027   
43.30508474576271   ,-71.7948717948718   ,nan                 
49.49152542372882   ,-71.7948717948718   ,nan                 
235.0847457627119   ,-67.6923076923077   ,nan                 
55.67796610169492   ,-71.7948717948718   ,nan                 
80.42372881355932   ,-67.6923076923077   ,104.00755408308453  
6.186440677966102   ,-67.6923076923077   ,131.8836269775347   
68.05084745762713   ,-71.7948717948718   ,nan                 
24.74576271186441   ,-67.6923076923077   ,123.16671493220323  
74.23728813559322   ,-71.7948717948718   ,nan                 
80.42372881355932   ,-71.7948717948718   ,nan                 
92.79661016949153   ,-71.7948717948718   ,nan                 
92.79661016949153   ,-67.6923076923077   ,98.90364086443363   
74.23728813559322   ,-67.6923076923077   ,106.8046089314401   
142.28813559322035  ,-71.7948717948718   ,nan                 
129.91525423728814  ,-71.7948717948718   ,nan                 
191.77966101694918  ,-71.7948717948718   ,nan                 
117.54237288135594  ,-71.7948717948718   ,nan                 
160.84745762711864  ,-71.7948717948718   ,nan                 
216.52542372881356  ,-71.7948717948718   ,nan                 
235.0847457627119   ,-71.7948717948718   ,nan                 
136.10169491525426  ,-71.7948717948718   ,nan                 
204.15254237288136  ,-71.7948717948718   ,nan                 
259.8305084745763   ,-71.7948717948718   ,nan                 
253.6440677966102   ,-71.7948717948718   ,nan                 
185.59322033898306  ,-71.7948717948718   ,nan                 
148.47457627118644  ,-71.7948717948718   ,nan                 
179.40677966101697  ,-71.7948717948718   ,nan                 
321.6949152542373   ,-71.7948717948718   ,nan                 
247.4576271186441   ,-71.7948717948718   ,nan                 
358.81355932203394  ,-71.7948717948718   ,nan                 
222.71186440677968  ,-71.7948717948718   ,nan                 
210.33898305084747  ,-71.7948717948718   ,nan                 
123.72881355932205  ,-71.7948717948718   ,nan                 
228.89830508474577  ,-71.7948717948718   ,nan                 
173.22033898305085  ,-71.7948717948718   ,nan                 
197.96610169491527  ,-71.7948717948718   ,nan                 
309.3220338983051   ,-67.6923076923077   ,169.06629315393036  
167.03389830508476  ,-71.7948717948718   ,nan                 
68.05084745762713   ,-67.6923076923077   ,109.6208246247082   
154.66101694915255  ,-71.7948717948718   ,nan                 
61.864406779661024  ,-67.6923076923077   ,nan                 
315.5084745762712   ,-67.6923076923077   ,166.2500029696657   
278.3898305084746   ,-71.7948717948718   ,nan                 
86.61016949152543   ,-67.6923076923077   ,101.49944854171298  
216.52542372881356  ,-63.58974358974359  ,nan                 
12.372881355932204  ,-63.58974358974359  ,137.6102798004264   
327.8813559322034   ,-67.6923076923077   ,160.49640746464848  
43.30508474576271   ,-63.58974358974359  ,130.0132929028338   
98.98305084745763   ,-67.6923076923077   ,nan                 
303.135593220339    ,-67.6923076923077   ,172.74759701776208  
321.6949152542373   ,-67.6923076923077   ,163.28444300942866  
352.6271186440678   ,-67.6923076923077   ,146.12514110781567  
253.6440677966102   ,-67.6923076923077   ,180.8651961065047   
228.89830508474577  ,-63.58974358974359  ,nan                 
290.7627118644068   ,-67.6923076923077   ,178.78840643569558  
37.11864406779661   ,-63.58974358974359  ,130.32116955926668  
278.3898305084746   ,-67.6923076923077   ,181.58129314070715  
358.81355932203394  ,-67.6923076923077   ,141.42163444045656  
334.0677966101695   ,-67.6923076923077   ,157.50288095481096  
365.0               ,-67.6923076923077   ,136.67161821140587  
296.9491525423729   ,-67.6923076923077   ,176.25118298186553  
6.186440677966102   ,-63.58974358974359  ,143.23318479624635  
148.47457627118644  ,-67.6923076923077   ,nan                 
129.91525423728814  ,-63.58974358974359  ,nan                 
154.66101694915255  ,-67.6923076923077   ,nan                 
142.28813559322035  ,-67.6923076923077   ,nan                 
160.84745762711864  ,-67.6923076923077   ,nan                 
24.74576271186441   ,-63.58974358974359  ,131.59653922115564  
167.03389830508476  ,-67.6923076923077   ,nan                 
111.35593220338984  ,-67.6923076923077   ,nan                 
129.91525423728814  ,-67.6923076923077   ,nan                 
136.10169491525426  ,-67.6923076923077   ,nan                 
49.49152542372882   ,-63.58974358974359  ,129.84610968340183  
30.932203389830512  ,-63.58974358974359  ,130.66592936388335  
284.5762711864407   ,-67.6923076923077   ,180.58072871277471  
185.59322033898306  ,-67.6923076923077   ,nan                 
18.559322033898304  ,-63.58974358974359  ,133.76909077418728  
61.864406779661024  ,-63.58974358974359  ,126.65253649786845  
173.22033898305085  ,-67.6923076923077   ,nan                 
204.15254237288136  ,-67.6923076923077   ,nan                 
191.77966101694918  ,-67.6923076923077   ,nan                 
241.27118644067798  ,-63.58974358974359  ,nan                 
179.40677966101697  ,-67.6923076923077   ,nan                 
197.96610169491527  ,-67.6923076923077   ,nan                 
160.84745762711864  ,-59.48717948717949  ,nan                 
259.8305084745763   ,-67.6923076923077   ,180.9448948590052   
210.33898305084747  ,-67.6923076923077   ,nan                 
235.0847457627119   ,-63.58974358974359  ,nan                 
55.67796610169492   ,-63.58974358974359  ,128.49767693848392  
123.72881355932205  ,-63.58974358974359  ,nan                 
204.15254237288136  ,-59.48717948717949  ,nan                 
0.0                 ,-63.58974358974359  ,150.0519970658178   
216.52542372881356  ,-67.6923076923077   ,nan                 
266.0169491525424   ,-67.6923076923077   ,nan                 
272.2033898305085   ,-67.6923076923077   ,181.74141964196514  
346.4406779661017   ,-67.6923076923077   ,150.42954527391854  
197.96610169491527  ,-59.48717948717949  ,nan                 
111.35593220338984  ,-63.58974358974359  ,111.94633790859127  
136.10169491525426  ,-59.48717948717949  ,nan                 
142.28813559322035  ,-59.48717948717949  ,nan                 
129.91525423728814  ,-59.48717948717949  ,nan                 
340.25423728813564  ,-67.6923076923077   ,nan                 
123.72881355932205  ,-59.48717948717949  ,nan                 
296.9491525423729   ,-63.58974358974359  ,184.15391796081934  
154.66101694915255  ,-59.48717948717949  ,nan                 
303.135593220339    ,-63.58974358974359  ,183.40586107444884  
272.2033898305085   ,-63.58974358974359  ,177.88885979557003  
321.6949152542373   ,-63.58974358974359  ,179.23992329311383  
315.5084745762712   ,-63.58974358974359  ,180.4881574081694   
365.0               ,-63.58974358974359  ,150.39746003042535  
80.42372881355932   ,-63.58974358974359  ,120.2806237875062   
278.3898305084746   ,-63.58974358974359  ,180.58933119797734  
334.0677966101695   ,-63.58974358974359  ,176.4209765769468   
340.25423728813564  ,-63.58974358974359  ,173.78993265938928  
98.98305084745763   ,-63.58974358974359  ,114.14988358249893  
