Days                ,Latitudes           ,Payloads            
30.932203389830512  ,-75.8974358974359   ,251.27987031078553  
24.74576271186441   ,-75.8974358974359   ,293.24715279410833  
43.30508474576271   ,-80.0               ,179.62249731938886  
68.05084745762713   ,-75.8974358974359   ,11.774661798748834  
303.135593220339    ,-80.0               ,91.09310337527373   
74.23728813559322   ,-75.8974358974359   ,-30.929753957297187 
18.559322033898304  ,-75.8974358974359   ,328.0971681619876   
309.3220338983051   ,-80.0               ,189.82864018608112  
6.186440677966102   ,-75.8974358974359   ,372.3109605704237   
12.372881355932204  ,-75.8974358974359   ,354.5877998449285   
315.5084745762712   ,-80.0               ,255.58901967271035  
43.30508474576271   ,-75.8974358974359   ,160.05892500843453  
334.0677966101695   ,-80.0               ,366.79882919599913  
346.4406779661017   ,-80.0               ,402.6993924749806   
296.9491525423729   ,-80.0               ,-119.72319184267617 
74.23728813559322   ,-80.0               ,-48.42908463232083  
55.67796610169492   ,-80.0               ,71.71415144035313   
55.67796610169492   ,-75.8974358974359   ,84.69270352538852   
6.186440677966102   ,-80.0               ,404.49027615963064  
18.559322033898304  ,-80.0               ,360.26674398086027  
37.11864406779661   ,-80.0               ,234.00154665045872  
49.49152542372882   ,-80.0               ,121.65140829294126  
12.372881355932204  ,-80.0               ,386.70836678351424  
61.864406779661024  ,-75.8974358974359   ,49.20291288936058   
80.42372881355932   ,-75.8974358974359   ,-98.74896740157736  
37.11864406779661   ,-75.8974358974359   ,204.1297174632549   
98.98305084745763   ,-80.0               ,nan                 
68.05084745762713   ,-80.0               ,-2.458764296395872  
61.864406779661024  ,-80.0               ,33.02791464714246   
86.61016949152543   ,-80.0               ,-751.5586788180036  
327.8813559322034   ,-80.0               ,340.1592389291808   
327.8813559322034   ,-75.8974358974359   ,248.55521373178505  
334.0677966101695   ,-75.8974358974359   ,318.1846232078668   
340.25423728813564  ,-75.8974358974359   ,350.8559062811208   
80.42372881355932   ,-80.0               ,-145.72567274867936 
358.81355932203394  ,-75.8974358974359   ,383.2980398879327   
315.5084745762712   ,-75.8974358974359   ,-407.91136397878927 
352.6271186440678   ,-75.8974358974359   ,378.37777686566915  
86.61016949152543   ,-75.8974358974359   ,-338.21731940202113 
346.4406779661017   ,-75.8974358974359   ,367.48476171918287  
0.0                 ,-71.7948717948718   ,327.36674740912866  
321.6949152542373   ,-80.0               ,303.4248122676522   
204.15254237288136  ,-80.0               ,nan                 
43.30508474576271   ,-71.7948717948718   ,154.98724330036913  
365.0               ,-80.0               ,nan                 
358.81355932203394  ,-80.0               ,nan                 
352.6271186440678   ,-80.0               ,nan                 
18.559322033898304  ,-71.7948717948718   ,279.4743265709472   
92.79661016949153   ,-75.8974358974359   ,nan                 
