Days                ,Latitudes           ,Payloads            
290.7627118644068   ,-80.0               ,-659.0165162801729  
18.559322033898304  ,-80.0               ,nan                 
61.864406779661024  ,-80.0               ,50.85237171924297   
43.30508474576271   ,-75.8974358974359   ,179.2023001328587   
80.42372881355932   ,-75.8974358974359   ,-61.49127014414779  
74.23728813559322   ,-80.0               ,-21.144099408834386 
74.23728813559322   ,-75.8974358974359   ,-9.386821088152805  
86.61016949152543   ,-75.8974358974359   ,-304.1788930915327  
55.67796610169492   ,-80.0               ,93.11303496695332   
296.9491525423729   ,-80.0               ,12.44745075080748   
315.5084745762712   ,-80.0               ,275.3654864934617   
61.864406779661024  ,-75.8974358974359   ,66.0621253826381    
303.135593220339    ,-80.0               ,140.8405890444414   
334.0677966101695   ,-80.0               ,380.87270313733177  
80.42372881355932   ,-80.0               ,-95.38573529900447  
327.8813559322034   ,-80.0               ,354.7924240354695   
68.05084745762713   ,-80.0               ,17.01819086666775   
49.49152542372882   ,-75.8974358974359   ,138.25554660089014  
43.30508474576271   ,-80.0               ,200.06599966585696  
358.81355932203394  ,-80.0               ,nan                 
37.11864406779661   ,-75.8974358974359   ,nan                 
309.3220338983051   ,-80.0               ,nan                 
68.05084745762713   ,-75.8974358974359   ,30.408875984280847  
352.6271186440678   ,-80.0               ,nan                 
346.4406779661017   ,-80.0               ,nan                 
0.0                 ,-80.0               ,nan                 
6.186440677966102   ,-75.8974358974359   ,nan                 
12.372881355932204  ,-75.8974358974359   ,nan                 
30.932203389830512  ,-75.8974358974359   ,nan                 
365.0               ,-80.0               ,nan                 
55.67796610169492   ,-75.8974358974359   ,101.17901155662025  
92.79661016949153   ,-80.0               ,nan                 
6.186440677966102   ,-80.0               ,nan                 
18.559322033898304  ,-75.8974358974359   ,nan                 
37.11864406779661   ,-80.0               ,nan                 
340.25423728813564  ,-80.0               ,nan                 
92.79661016949153   ,-75.8974358974359   ,nan                 
253.6440677966102   ,-80.0               ,nan                 
49.49152542372882   ,-80.0               ,nan                 
30.932203389830512  ,-80.0               ,nan                 
0.0                 ,-75.8974358974359   ,nan                 
24.74576271186441   ,-75.8974358974359   ,nan                 
24.74576271186441   ,-80.0               ,nan                 
98.98305084745763   ,-75.8974358974359   ,nan                 
98.98305084745763   ,-80.0               ,nan                 
284.5762711864407   ,-80.0               ,nan                 
154.66101694915255  ,-80.0               ,nan                 
86.61016949152543   ,-71.7948717948718   ,-158.51118803346787 
18.559322033898304  ,-71.7948717948718   ,nan                 
49.49152542372882   ,-71.7948717948718   ,136.8096281697303   
80.42372881355932   ,-71.7948717948718   ,-45.39667062666232  
173.22033898305085  ,-75.8974358974359   ,nan                 
43.30508474576271   ,-71.7948717948718   ,170.20348582768946  
327.8813559322034   ,-75.8974358974359   ,278.33047017089064  
68.05084745762713   ,-71.7948717948718   ,35.05205202785216   
154.66101694915255  ,-75.8974358974359   ,nan                 
321.6949152542373   ,-75.8974358974359   ,145.43963821819594  
315.5084745762712   ,-75.8974358974359   ,-365.1813786553172  
30.932203389830512  ,-71.7948717948718   ,236.143729797939    
111.35593220338984  ,-75.8974358974359   ,nan                 
185.59322033898306  ,-75.8974358974359   ,nan                 
197.96610169491527  ,-80.0               ,nan                 
