0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000056e-01,9.000000000000000222e-01
0.000000000000000000e+00,2.000000000000000111e-01,8.000000000000000444e-01
0.000000000000000000e+00,3.000000000000000444e-01,6.999999999999999556e-01
0.000000000000000000e+00,4.000000000000000222e-01,5.999999999999999778e-01
0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01
0.000000000000000000e+00,6.000000000000000888e-01,3.999999999999999112e-01
0.000000000000000000e+00,7.000000000000000666e-01,2.999999999999999334e-01
0.000000000000000000e+00,8.000000000000000444e-01,1.999999999999999556e-01
0.000000000000000000e+00,9.000000000000000222e-01,9.999999999999997780e-02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00,9.000000000000000222e-01
1.000000000000000056e-01,1.000000000000000056e-01,8.000000000000000444e-01
1.000000000000000056e-01,2.000000000000000111e-01,6.999999999999999556e-01
1.000000000000000056e-01,3.000000000000000444e-01,5.999999999999999778e-01
1.000000000000000056e-01,4.000000000000000222e-01,5.000000000000000000e-01
1.000000000000000056e-01,5.000000000000000000e-01,4.000000000000000222e-01
1.000000000000000056e-01,6.000000000000000888e-01,2.999999999999999334e-01
1.000000000000000056e-01,7.000000000000000666e-01,1.999999999999999556e-01
1.000000000000000056e-01,8.000000000000000444e-01,9.999999999999997780e-02
1.000000000000000056e-01,9.000000000000000222e-01,0.000000000000000000e+00
2.000000000000000111e-01,0.000000000000000000e+00,8.000000000000000444e-01
2.000000000000000111e-01,1.000000000000000056e-01,7.000000000000000666e-01
2.000000000000000111e-01,2.000000000000000111e-01,6.000000000000000888e-01
2.000000000000000111e-01,3.000000000000000444e-01,5.000000000000000000e-01
2.000000000000000111e-01,4.000000000000000222e-01,4.000000000000000222e-01
2.000000000000000111e-01,5.000000000000000000e-01,3.000000000000000444e-01
2.000000000000000111e-01,6.000000000000000888e-01,1.999999999999999556e-01
2.000000000000000111e-01,7.000000000000000666e-01,9.999999999999997780e-02
2.000000000000000111e-01,8.000000000000000444e-01,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,6.999999999999999556e-01
3.000000000000000444e-01,1.000000000000000056e-01,5.999999999999999778e-01
3.000000000000000444e-01,2.000000000000000111e-01,4.999999999999999445e-01
3.000000000000000444e-01,3.000000000000000444e-01,3.999999999999999112e-01
3.000000000000000444e-01,4.000000000000000222e-01,2.999999999999999334e-01
3.000000000000000444e-01,5.000000000000000000e-01,1.999999999999999556e-01
3.000000000000000444e-01,6.000000000000000888e-01,9.999999999999986677e-02
4.000000000000000222e-01,0.000000000000000000e+00,5.999999999999999778e-01
4.000000000000000222e-01,1.000000000000000056e-01,5.000000000000000000e-01
4.000000000000000222e-01,2.000000000000000111e-01,3.999999999999999667e-01
4.000000000000000222e-01,3.000000000000000444e-01,2.999999999999999334e-01
4.000000000000000222e-01,4.000000000000000222e-01,1.999999999999999556e-01
4.000000000000000222e-01,5.000000000000000000e-01,9.999999999999997780e-02
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01
5.000000000000000000e-01,1.000000000000000056e-01,4.000000000000000222e-01
5.000000000000000000e-01,2.000000000000000111e-01,2.999999999999999889e-01
5.000000000000000000e-01,3.000000000000000444e-01,1.999999999999999556e-01
5.000000000000000000e-01,4.000000000000000222e-01,9.999999999999997780e-02
5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
6.000000000000000888e-01,0.000000000000000000e+00,3.999999999999999112e-01
6.000000000000000888e-01,1.000000000000000056e-01,2.999999999999999334e-01
6.000000000000000888e-01,2.000000000000000111e-01,1.999999999999999001e-01
6.000000000000000888e-01,3.000000000000000444e-01,9.999999999999986677e-02
7.000000000000000666e-01,0.000000000000000000e+00,2.999999999999999334e-01
7.000000000000000666e-01,1.000000000000000056e-01,1.999999999999999278e-01
7.000000000000000666e-01,2.000000000000000111e-01,9.999999999999992228e-02
8.000000000000000444e-01,0.000000000000000000e+00,1.999999999999999556e-01
8.000000000000000444e-01,1.000000000000000056e-01,9.999999999999995004e-02
9.000000000000000222e-01,0.000000000000000000e+00,9.999999999999997780e-02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.3, 0.3, 0.3
0.3, 0.3, 0.3
